name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Maruti Alto 800 LX Optional,2017,3250,42000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,5
Chevrolet Spark 1.0 LT,2011,1690,68519,Petrol,Dealer,Manual,First Owner,16.2 kmpl,995 CC,62.1 bhp,5
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,11778,30000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,5
Ford Figo Diesel ZXI,2011,2080,85000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,5
Maruti Swift Dzire VXi,2012,3900,88000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1298 CC,85.8 bhp,5
Maruti 800 Uniq,2010,780,100000,Petrol,Individual,Manual,Fourth & Above Owner,14.0 kmpl,796 CC,37.5 bhp,5
Maruti Swift Dzire VXI,2014,5200,100000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,5
Tata Tiago XT,2018,5850,22966,Petrol,Dealer,Manual,First Owner,23.84 kmpl,1199 CC,84.48 bhp,5
Mahindra Bolero 2011-2019 SLX,2014,6045,80000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Maruti Swift VDI,2012,4225,80000,Diesel,Individual,Manual,Second Owner,22.9 kmpl,1248 CC,74 bhp,5
Maruti Alto LXi,2008,1950,70000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Hyundai EON Era Plus,2014,3250,2350,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,5
Maruti Alto LXi,2011,2275,50000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5
Maruti Alto LXi,2010,2275,58000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5
Honda City 2017-2020 VTEC,2006,1950,80000,Petrol,Individual,Manual,Second Owner,16.9 kmpl,1497 CC,100 bhp,5
Mahindra Bolero Power Plus SLX,2018,10361,60000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,7
Hyundai Elite i20 Asta Option BSIV,2019,10400,35000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,5
Mahindra Bolero 2011-2019 SLX,2019,9750,59872,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Mahindra Scorpio M2DI,2011,5200,140000,Diesel,Individual,Manual,Second Owner,13.5 kmpl,2179 CC,115 bhp,5
Maruti Alto LX,2012,2080,110000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,5
Mahindra Bolero 2011-2019 SLX 2WD BSIII,2016,9100,91182,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,7
Maruti Alto LXi,2010,2080,60000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5
Hyundai i20 Asta 1.4 CRDi,2012,5200,100000,Diesel,Individual,Manual,First Owner,21.27 kmpl,1396 CC,88.76 bhp,5
Toyota Etios Liva GD,2013,5863,120000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.06 bhp,5
Maruti 800 Std BSIII,2002,520,80000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4
Tata Manza Aura (ABS) Quadrajet BS IV,2012,3900,70000,Diesel,Individual,Manual,Third Owner,21.12 kmpl,1248 CC,88.8 bhp,5
Maruti Celerio ZXI Optional,2017,5473,59500,Petrol,Individual,Manual,Second Owner,23.1 kmpl,998 CC,67.04 bhp,5
Maruti Omni CNG,2000,1040,100000,CNG,Individual,Manual,Second Owner,10.9 km/kg,796 CC, bhp,8
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,12350,45000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Hyundai i20 1.4 CRDi Asta,2011,5135,75500,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,5
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,12350,46000,Diesel,Individual,Manual,Second Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Maruti Alto 800 LXI,2013,3510,60000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,5
Hyundai i20 1.4 Asta (AT),2009,4680,60000,Petrol,Individual,Automatic,Second Owner,15.0 kmpl,1396 CC,100 bhp,5
Maruti Swift Ldi BSIII,2008,3055,152500,Diesel,Individual,Manual,First Owner,17.8 kmpl,1248 CC,75 bhp,5
Mercedes-Benz E-Class E250 CDI Avantgrade,2014,24050,60000,Diesel,Individual,Automatic,Second Owner,13.0 kmpl,2143 CC,201.1 bhp,5
Toyota Fortuner 4x2 AT,2015,24700,130000,Diesel,Individual,Automatic,First Owner,12.55 kmpl,2982 CC,168.5 bhp,7
Hyundai Grand i10 Sportz,2017,7150,23456,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Mahindra XUV500 W10 2WD,2015,15925,39000,Diesel,Dealer,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Honda WR-V i-VTEC S,2017,9100,15000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,5
Jeep Compass 2.0 Limited Option,2017,21450,69123,Diesel,Dealer,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,5
Honda Brio V MT,2012,4888,26000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8 bhp,5
Ford Ecosport 1.5 DV5 MT Titanium Optional,2017,11375,77524,Diesel,Dealer,Manual,First Owner,22.7 kmpl,1498 CC,89.84 bhp,5
Hyundai i20 Sportz 1.2,2014,5979.987,40523,Petrol,Dealer,Manual,Second Owner,18.5 kmpl,1197 CC,82.85 bhp,5
Maruti Swift VDI,2018,9815,39000,Diesel,Dealer,Manual,First Owner,28.4 kmpl,1248 CC,74 bhp,5
Audi A6 35 TFSI Matrix,2019,80899,7800,Petrol,Dealer,Automatic,Test Drive Car,15.26 kmpl,1798 CC,187.74 bhp,5
Audi A6 35 TFSI Matrix,2019,76999,11500,Petrol,Dealer,Automatic,Test Drive Car,15.26 kmpl,1798 CC,187.74 bhp,5
Audi A6 35 TFSI Matrix,2019,84799,23600,Petrol,Dealer,Automatic,Test Drive Car,15.26 kmpl,1798 CC,187.74 bhp,5
Toyota Fortuner 3.0 Diesel,2010,13650,220000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,7
Toyota Qualis GS C1,2004,2795,218000,Diesel,Individual,Manual,Second Owner,,,,
Mahindra XUV500 W8 4WD,2015,13650,120000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7
Maruti Baleno Alpha Automatic,2018,10400,25000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5
Maruti Swift VDI BSIV,2015,7800,31000,Diesel,Individual,Manual,Second Owner,25.2 kmpl,1248 CC,74 bhp,5
Maruti Baleno Sigma 1.2,2017,6890,42000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5
Maruti Swift Dzire VXI,2015,5850,80000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14 bhp,5
Maruti Alto K10 2010-2014 VXI,2011,3055,60000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,5
Maruti Swift Dzire ZDI,2013,7150,240000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,5
Skoda Rapid 1.6 MPI AT Elegance,2013,5135,35000,Petrol,Individual,Automatic,Second Owner,14.3 kmpl,1598 CC,103.5 bhp,5
Tata Tigor 1.2 Revotron XT,2018,5850,35000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84 bhp,5
Renault Triber RXT BSIV,2019,7800,5000,Petrol,Individual,Manual,First Owner,20.0 kmpl,999 CC,72 bhp,7
Maruti Vitara Brezza VDi Option,2016,7930,110000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Hyundai i20 1.2 Asta Option,2017,8970,20000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Tata Nexon 1.2 Revotron XZ Plus,2018,10270,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,5
Maruti Alto K10 2010-2014 VXI,2014,3314.987,40000,Petrol,Individual,Manual,Second Owner,20.92 kmpl,998 CC,67.1 bhp,5
Honda Jazz 1.2 V i VTEC,2016,6500,41000,Petrol,Individual,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,5
Mahindra Bolero SLX,2011,4420,100000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,7
Tata Sumo CX 9 Seater,2008,1950,120000,Diesel,Individual,Manual,First Owner,12.2 kmpl,1948 CC,68 bhp,9
Mahindra Bolero SLX,2007,3185,110000,Diesel,Individual,Manual,Third Owner,13.6 kmpl,2523 CC,63 bhp,7
Volkswagen Vento 1.5 TDI Comfortline,2015,6695,120000,Diesel,Individual,Manual,Second Owner,20.34 kmpl,1498 CC,103.2 bhp,5
Ambassador Grand 1500 DSZ BSIII,2008,1586,60000,Diesel,Individual,Manual,Second Owner,12.8 kmpl,1995 CC,52 bhp,5
Hyundai i10 Magna 1.1L,2009,2080,35000,Petrol,Individual,Manual,Third Owner,19.81 kmpl,1086 CC,68.05 bhp,5
Maruti Alto LX,2007,1430,120000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Maruti Swift LDI BSIV,2014,4680,70000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,5
Maruti Swift VDI BSIV,2009,2730,110000,Diesel,Individual,Manual,First Owner,,,,
Hyundai Verna Transform SX VGT CRDi,2011,3380,90000,Diesel,Individual,Manual,Third Owner,16.2 kmpl,1493 CC,110 bhp,5
Maruti Alto LXi,2007,1664,60000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,5
Hyundai Verna 1.6 CRDi S,2015,7800,80000,Diesel,Individual,Manual,Second Owner,23.9 kmpl,1582 CC,126.2 bhp,5
Toyota Fortuner 3.0 Diesel,2010,10400,151000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171 bhp,7
Maruti Swift Dzire VDI,2019,8775,25000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02 bhp,5
Mahindra XUV500 W10 2WD,2015,13000,24700,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Chevrolet Spark 1.0 LS,2008,845,100000,Petrol,Individual,Manual,Third Owner,18.0 kmpl,995 CC,62 bhp,5
Maruti Ignis 1.2 Delta BSIV,2019,6500,10000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5
Maruti SX4 Zxi BSIII,2010,3900,50000,Petrol,Individual,Manual,First Owner,15.0 kmpl,1586 CC,104.68 bhp,5
Maruti 800 AC,2009,1625,80000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37 bhp,4
Hyundai Grand i10 Asta Option,2017,7150,25000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Maruti Alto LXi,2007,1950,80000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,5
Mahindra Scorpio Intelli Hybrid S6 Plus,2017,11583,80000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,7
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,13650,70000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Maruti Baleno RS 1.0 Petrol,2018,9750,15000,Petrol,Individual,Manual,First Owner,21.1 kmpl,998 CC,100.5 bhp,5
Hyundai i20 Magna Optional 1.2,2012,4940,27500,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.9 bhp,5
Toyota Innova 2.5 VX (Diesel) 8 Seater,2013,10400,110000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,8
Mahindra Logan Petrol 1.4 GLE,2010,2600,120000,Petrol,Individual,Manual,First Owner,15.7 kmpl,1390 CC,75 bhp,5
Maruti Ciaz VDi Option SHVS,2016,9100,70000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,5
Toyota Qualis FS B3,2002,2989.987,290000,Diesel,Individual,Manual,First Owner,13.1 kmpl,2446 CC,75 bhp,10
Honda Accord 2.4 MT,2010,3900,74000,Petrol,Individual,Manual,Second Owner,12.8 kmpl,2354 CC,177.6 bhp,5
Honda Mobilio S i DTEC,2015,8710,120000,Diesel,Individual,Manual,First Owner,24.2 kmpl,1498 CC,98.6 bhp,7
Honda City 2017-2020 GXi,2007,2730,140000,Petrol,Individual,Manual,First Owner,17.7 kmpl,1497 CC,78 bhp,5
Maruti Ignis 1.2 Delta BSIV,2017,4810,40000,Petrol,Individual,Manual,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5
Maruti Baleno Delta Automatic,2019,7800,20000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1 bhp,5
Maruti Vitara Brezza VDi,2020,10530,15000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Fiat Palio 1.2,2006,1040,35000,Petrol,Individual,Manual,First Owner,,,,
Tata Tiago 1.2 Revotron XE,2019,4498,16000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,5
Honda City 1.3 EXI,2005,715,130000,Petrol,Individual,Manual,First Owner,13.0 kmpl,1343 CC,90 bhp,5
Tata Safari DICOR 2.2 EX 4x2,2012,3250,118000,Diesel,Individual,Manual,Second Owner,13.93 kmpl,2179 CC,138.03 bhp,7
Maruti Swift ZXI BSIII,2006,1560,44000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,1298 CC,88.2 bhp,5
Maruti Ertiga ZDI,2013,7800,50000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.8 bhp,7
Maruti Eeco 5 Seater AC BSIV,2016,4290,60000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,5
Hyundai i20 Sportz Option 1.2,2014,5200,147000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,5
Tata Indica V2 DLS TC,2004,1300,40000,Diesel,Individual,Manual,Second Owner,16.8 kmpl,1405 CC,62 bhp,5
Maruti Swift Dzire VXI,2014,5850,100000,Petrol,Individual,Manual,Third Owner,19.1 kmpl,1197 CC,85.8 bhp,5
Maruti Ertiga SHVS ZDI Plus,2017,10400,55000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7
Maruti Celerio ZDi,2015,4420,40000,Diesel,Individual,Manual,Second Owner,27.62 kmpl,793 CC,47 bhp,5
Maruti Ritz VDi,2010,2925,64000,Diesel,Individual,Manual,Third Owner,21.1 kmpl,1248 CC,73.9 bhp,5
Maruti Zen LXI,2002,715,100000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,993 CC,60 bhp,5
Maruti Ertiga SHVS ZDI Plus,2016,11700,50000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,7
Volvo S60 D4 SUMMUM,2014,32500,30000,Diesel,Individual,Automatic,First Owner,9.0 kmpl,1984 CC,181 bhp,5
Maruti Wagon R VXI Plus,2018,6045,30000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Maruti Zen LXI,2004,910,150000,Petrol,Individual,Manual,First Owner,17.3 kmpl,993 CC,60 bhp,5
Tata Zest Revotron 1.2 XT,2016,5200,24177,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,5
Tata Indigo LX,2012,2405,80000,Diesel,Individual,Manual,First Owner,16.1 kmpl,1405 CC,70 bhp,5
Maruti Wagon R LXI,2006,1820,150000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1 bhp,5
Renault Lodgy 85PS RxE 7 Seater,2015,5395,120000,Diesel,Individual,Manual,Second Owner,21.04 kmpl,1461 CC,83.8 bhp,7
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2012,6916,121779,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,8
Maruti Baleno Delta 1.3,2017,7800,56000,Diesel,Individual,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5
Maruti SX4 Vxi BSIII,2008,1950,100000,Petrol,Individual,Manual,Fourth & Above Owner,15.0 kmpl,1586 CC,104.68 bhp,5
Maruti Swift LXI Option,2018,5979.987,12000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.80 bhp,5
Maruti Vitara Brezza ZDi,2017,10400,15381,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Mahindra Bolero SLX 4WD BSIII,2011,4030,5000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,7
Nissan Terrano XV Premium 110 PS,2014,6175,40000,Diesel,Individual,Manual,First Owner,19.01 kmpl,1461 CC,108.5 bhp,5
Maruti Wagon R LXI CNG,2016,4030,35000,CNG,Individual,Manual,Second Owner,26.6 km/kg,998 CC,58.16 bhp,5
Maruti Alto K10 LXI,2018,4550,10000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,5
Mahindra XUV500 W10 AWD,2019,23400,10000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,7
Maruti Swift AMT ZXI BSIV,2018,8320,25000,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Maruti Wagon R AMT VXI,2017,4550,50000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,5
Tata Nexon 1.2 Revotron XE,2018,7800,30000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1198 CC,108.5 bhp,5
Hyundai Verna 1.6 CRDi SX,2015,7475,23000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.2 bhp,5
Mahindra Thar CRDe ABS,2019,12662,15000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105 bhp,6
Maruti Wagon R AMT VXI,2018,5785,5000,Petrol,Individual,Automatic,Second Owner,20.51 kmpl,998 CC,67 bhp,5
Maruti Ertiga VDI,2015,7540,15000,Diesel,Individual,Manual,Second Owner,20.77 kmpl,1248 CC,88.76 bhp,7
Hyundai Creta 1.4 EX Diesel,2020,13650,20000,Diesel,Individual,Manual,First Owner,22.1 kmpl,1396 CC,88.7 bhp,5
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,7800,50000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,5
Ford Figo 1.2P Ambiente MT,2017,4810,40000,Petrol,Individual,Manual,Second Owner,18.16 kmpl,1196 CC,86.8 bhp,5
Maruti Zen Estilo 1.1 VXI BSIII,2007,1950,70000,Petrol,Individual,Manual,Third Owner,18.2 kmpl,1061 CC,64 bhp,5
Maruti Celerio ZXI Optional,2017,6279,15000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04 bhp,5
Hyundai Grand i10 Magna,2016,6110,10000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,5
Maruti Vitara Brezza ZDi Plus Dual Tone,2018,12350,25000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,5
Hyundai Verna 1.6 VTVT,2013,5850,50000,Petrol,Individual,Manual,Third Owner,17.01 kmpl,1591 CC,121.3 bhp,5
Toyota Etios VX,2011,4485,70000,Petrol,Individual,Manual,First Owner,17.6 kmpl,1496 CC,88.7 bhp,5
Maruti Ignis Zeta AMT,2020,7800,5000,Petrol,Individual,Automatic,First Owner,20.89 kmpl,1197 CC,81.80 bhp,5
Maruti A-Star Vxi,2009,3900,60000,Petrol,Individual,Manual,First Owner,19.0 kmpl,998 CC,66.1 bhp,5
Maruti Zen Estilo VXI BSIII,2007,2080,74800,Petrol,Individual,Manual,Second Owner,18.2 kmpl,998 CC,67.1 bhp,5
Maruti 800 AC BSIII,2004,1560,80000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,4
Maruti Eeco CNG 5 Seater AC BSIV,2012,2860,270000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,5
Hyundai EON 1.0 Era Plus,2018,4420,120000,Petrol,Individual,Manual,First Owner,20.3 kmpl,998 CC,68.05 bhp,5
Honda City 2017-2020 EXi,2007,1794,120000,Petrol,Individual,Manual,Second Owner,17.7 kmpl,1497 CC,78 bhp,5
Toyota Qualis FS F7,2000,1300,250000,Diesel,Individual,Manual,Fourth & Above Owner,,,,
Maruti Swift Dzire VXi,2010,3003,80000,Petrol,Individual,Manual,Third Owner,17.5 kmpl,1298 CC,85.8 bhp,5
Mahindra XUV500 W8 4WD,2013,10400,120000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,7
Mahindra XUV300 W8,2019,12480,20000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,108.6 bhp,5
Maruti Wagon R LXI Minor,2009,1560,70000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,5
Maruti Wagon R VXI BS IV,2012,3510,40000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,5
Maruti Ritz LXI,2011,2600,100000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,1197 CC,85.80 bhp,5
Maruti Swift VXI,2012,4264,123000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,85.8 bhp,5
Hyundai Verna 1.6 SX CRDi (O),2012,5616,77000,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.32 bhp,5
Volkswagen Polo 1.0 MPI Trendline BSIV,2019,7345,7000,Petrol,Individual,Manual,First Owner,18.78 kmpl,999 CC,75 bhp,5
Maruti Eeco 5 Seater AC BSIV,2017,5070,70000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,5
Ford Figo 1.5D Titanium MT,2017,7800,30000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,5
Hyundai i20 1.4 CRDi Sportz,2011,3250,120000,Diesel,Individual,Manual,Third Owner,23.0 kmpl,1396 CC,90 bhp,5
Chevrolet Spark 1.0 LT,2011,2145,70000,Petrol,Individual,Manual,First Owner,18.0 kmpl,995 CC,62 bhp,5
Honda City 1.5 S MT,2011,5473,105000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,118 bhp,5
Hyundai Accent Executive,2012,2925,109322,Petrol,Individual,Manual,Second Owner,16.36 kmpl,1495 CC,93.7 bhp,5
Nissan Sunny Diesel XV,2013,4550,120000,Diesel,Individual,Manual,First Owner,21.64 kmpl,1461 CC,84.8 bhp,5
Jeep Compass 2.0 Limited,2018,22841,24000,Diesel,Individual,Manual,First Owner,17.1 kmpl,1956 CC,170 bhp,5
Maruti Baleno Zeta 1.3,2015,7800,70000,Diesel,Individual,Manual,Second Owner,27.39 kmpl,1248 CC,74 bhp,5
Tata Tiago NRG Petrol,2018,6695,35000,Petrol,Individual,Manual,First Owner,24.0 kmpl,1199 CC,83.81 bhp,5
Maruti 800 AC,1999,1040,80000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,796 CC,37 bhp,4
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,10400,70000,Diesel,Individual,Manual,Second Owner,23.65 kmpl,1248 CC,88.5 bhp,5
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2004,1560,100000,Diesel,Individual,Manual,Fourth & Above Owner,10.5 kmpl,2179 CC,120 bhp,7
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,35243,9000,Diesel,Dealer,Automatic,First Owner,13.6 kmpl,1999 CC,177 bhp,5
Lexus ES 300h,2019,66950,20000,Petrol,Dealer,Automatic,First Owner,22.37 kmpl,2487 CC,214.56 bhp,5
Jaguar XF 2.0 Diesel Portfolio,2017,41600,45000,Diesel,Dealer,Automatic,First Owner,19.33 kmpl,1999 CC,177 bhp,5
Tata Safari Storme EX,2015,6539,110000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94 bhp,7
Volvo XC40 D4 Inscription BSIV,2019,49400,20000,Diesel,Individual,Automatic,First Owner,18.0 kmpl,1969 CC,190 bhp,5
Toyota Camry 2.5 Hybrid,2016,26000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16 kmpl,2494 CC,157.7 bhp,5
Maruti Wagon R LXI,2013,2925,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79 kmpl,998 CC,67.05 bhp,5
Maruti Baleno Alpha 1.3,2018,9620,38817,Diesel,Dealer,Manual,First Owner,27.39 kmpl,1248 CC,74 bhp,5
Honda Jazz VX,2016,7150,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2 kmpl,1199 CC,88.7 bhp,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,9750,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,7
Maruti Swift AMT VVT VXI,2019,8450,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Toyota Etios VX,2017,8125,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78 kmpl,1496 CC,88.73 bhp,5
Maruti Swift AMT ZXI,2018,7800,69779,Petrol,Dealer,Automatic,First Owner,22.0 kmpl,1197 CC,81.80 bhp,5
Hyundai Grand i10 1.2 CRDi Sportz,2017,5850,56290,Diesel,Dealer,Manual,First Owner,24.0 kmpl,1186 CC,73.97 bhp,5
BMW X4 M Sport X xDrive20d,2019,70200,7500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5
BMW X4 M Sport X xDrive20d,2019,71500,8500,Diesel,Dealer,Automatic,First Owner,16.78 kmpl,1995 CC,190 bhp,5
Honda Amaze V CVT Petrol BSIV,2019,10127,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0 kmpl,1199 CC,88.76 bhp,5
Skoda Rapid 1.6 MPI AT Elegance,2016,8385,11000,Petrol,Dealer,Automatic,First Owner,14.3 kmpl,1598 CC,103.5 bhp,5
Volvo V40 D3 R-Design,2018,32175,2000,Diesel,Dealer,Automatic,First Owner,16.8 kmpl,1984 CC,150 bhp,5
Maruti Wagon R Stingray VXI Optional,2017,6175,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,5
Maruti Wagon R AMT VXI,2015,5200,20000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67 bhp,5
Hyundai Santro Xing XG AT eRLX Euro II,2004,1040,90000,Petrol,Individual,Automatic,Second Owner,,,,
Fiat Grande Punto 1.3 Dynamic (Diesel),2011,3900,60000,Diesel,Individual,Manual,First Owner,20.3 kmpl,1248 CC,75 bhp,5
Mahindra Scorpio M2DI,2011,5200,475000,Diesel,Individual,Manual,Third Owner,13.5 kmpl,2179 CC,115 bhp,5
Maruti Wagon R LX BSIII,2009,3055,70000,Petrol,Individual,Manual,Second Owner,17.3 kmpl,1061 CC,64 bhp,5
Maruti Wagon R VXI BS IV,2015,4550,40000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,5
